"name","code","row","col"
"MiYun","密云区",1,6
"HuaiRou","怀柔区",1,5
"YanQing","延庆区",1,4
"ShunYi","顺义区",2,5
"PingGu","平谷区",2,6
"ChangPing","昌平区",2,3
"MenTouGou","门头沟区",3,1
"HaiDian","海淀区",3,2
"XiCheng","西城区",3,3
"DongCheng","东城区",3,4
"ChaoYang","朝阳区",3,5
"TongZhou","通州区",3,6
"DaXing","大兴区",4,4
"FangShan","房山区",4,1
"FengTai","丰台区",4,3
"ShiJingShan","石景山区",4,2
