"row","col","code","name"
1,3,"11","Seoul"
1,5,"32","Gangwon-do"
1,4,"31","Gyeonggi-do"
1,2,"23","Incheon"
2,3,"34","Chungcheongnam-do"
2,4,"33","Chungcheongbuk-do"
2,5,"37","Gyeongsangbuk-do"
3,5,"22","Daegu"
3,3,"29","Sejong"
3,4,"25","Daejeon"
4,5,"38","Gyeongsangnam-do"
4,6,"26","Ulsan"
4,4,"35","Jeollabuk-do"
5,5,"21","Busan"
5,3,"24","Gwangju"
5,4,"36","Jeollanam-do"
7,3,"39","Jeju"
