row,col,name,code
1,3,Karonga,11
1,2,Chitipa,10
2,3,Rumphi,15
3,2,Mzimba,13
3,3,Nkhata Bay,14
4,2,Kasungu,3
4,3,Nkhotakota,6
5,3,Ntchisi,8
5,2,Dowa,2
5,1,Mchinji,5
5,4,Salima,9
6,2,Lilongwe,4
6,3,Dedza,1
7,3,Ntcheu,7
7,4,Mangochi,21
8,3,Balaka,16
8,4,Machinga,20
8,2,Neno,28
9,4,Zomba,27
9,3,Chiradzulu,19
9,2,Blantyre,17
9,1,Mwanza,23
10,4,Phalombe,26
10,3,Mulanje,22
10,2,Thyolo,25
10,1,Chikwawa,18
11,2,Nsanje,24
