row,col,name,code
1,1,"Pando","01"
2,1,"La Paz","02"
3,1,"Oruro","03"
4,1,"Potosí","04"
2,2,"Beni","05"
3,2,"Cochabamba","06"
4,2,"Chuquisaca","07"
5,2,"Tarija","08"
3,3,"Santa Cruz","09"
