name,code,row,col
Yavi,Yavi,2,3
Santa Catalina,Santa Catalina,2,2
Humahuaca,Humahuaca,3,3
Rinconada,Rinconada,3,1
Cochinoca,Cochinoca,3,2
Valle Grande,Valle Grande,3,4
Ledesma,Ledesma,4,5
Susques,Susques,4,1
Tumbaya,Tumbaya,4,3
Tilcara,Tilcara,4,4
Santa Bárbara,Santa Bárbara,5,5
Dr. Manuel Belgrano,Dr. Manuel Belgrano,5,3
Palpalá,Palpalá,5,4
San Pedro,San Pedro,6,5
San Antonio,San Antonio,6,3
El Carmen,El Carmen,6,4
