name,code,row,col
General Roca,General Roca,1,3
Avellaneda,Avellaneda,2,4
El Cuy,El Cuy,2,3
Pichi Mahuida,Pichi Mahuida,2,5
Pilcaniyeu,Pilcaniyeu,2,2
Conesa,Conesa,2,6
Nueve de Julio,Nueve de Julio,3,4
Valcheta,Valcheta,3,5
Veinticinco de Mayo,Veinticinco de Mayo,3,3
Ñorquincó,Ñorquincó,3,2
Bariloche,Bariloche,3,1
San Antonio,San Antonio,3,6
Adolfo Alsina,Adolfo Alsina,4,7
