row,col,code,name
1,4,Koroš,Koroška Regija
1,6,Pomur,Pomurska Regija
2,2,Goren,Gorenjska Regija
2,5,Podra,Podravska Regija
2,4,Savin,Savinjska Regija
3,2,Goriš,Goriška Regija
3,3,Osred,Osrednjeslovenska Regija
3,5,Posav,Posavska Regija
3,4,Zasav,Zasavska Regija
4,1,Obaln,Obalno-Kraška Regija
4,4,Jugov,Jugovzhodna Slovenija
4,2,Primo,Primorsko-Notranjska Regija
