code,name,row,col
PRI,Pinar del Río,1,1
ART,Artemisa,1,2
LHA,La Habana,1,3
MAY,Mayabeque,1,4
MTZ,Matanzas,1,5
VCL,Villa Clara,1,6
CFG,Cienfuegos,2,1
SSP,Sancti Spiritus,2,2
CEV,Ciego de Ávila,2,3
CAM,Camagüey,2,4
LTA,Las Tunas,2,5
HOL,Holguín,2,6
GRA,Granma,3,1
SCU,Santiago de Cuba,3,2
GTM,Guantánamo,3,3
ISJ,Isla de la Juventud,3,4
