code,name,row,col
04,Carchi,2,4
21,Sucumbios,3,7
08,Esmeraldas,3,2
10,Imbabura,3,3
17,Pichincha,4,4
15,Napo,4,6
23,Santo Domingo de Los Tsáchilas,4,3
22,Orellana,4,9
13,Manabi,5,2
05,Cotopaxi,5,4
18,Tungurahua,6,5
16,Pastaza,6,8
12,Los Rios,6,3
02,Bolivar,7,4
06,Chimborazo,7,5
24,Santa Elena,7,1
14,Morona Santiago,7,7
09,Guayas,7,2
03,Cañar,8,5
01,Azuay,9,4
07,El Oro,9,3
19,Zamora Chinchipe,9,6
11,Loja,10,4
