"row","col","code","name"
1,3,"TP","Taipei City"
1,4,"NTP","New Taipei City"
1,5,"KL","Keelung City"
2,1,"LC","Lienchiang"
2,4,"HC","Hsinchu"
2,5,"HCC","Hsinchu City"
2,3,"TY","Taoyuan City"
2,6,"ML","Miaoli"
3,1,"KM","Kinmen"
3,3,"TC","Taichung City"
3,4,"CH","Changhua"
3,5,"NT","Nantou"
4,1,"PH","Penghu"
4,3,"YUL","Yunlin"
4,4,"CY","Chiayi"
4,5,"CYC","Chiayi City"
4,6,"TN","Tainan City"
5,3,"KH","Kaohsiung"
5,4,"PT","Pingtung"
6,4,"HL","Hualien"
6,5,"TT","Taitung"
6,3,"YL","Yilan"
