name,row,col,code
도봉구,1,6,도봉
강북구,1,5,강북
노원구,2,6,노원
성북구,2,4,성북
은평구,2,3,은평
종로구,2,5,종로
중랑구,3,7,중랑
동대문구,3,6,동대문
서대문구,3,4,서대문
마포구,3,3,마포
중구,3,5,중구
강서구,4,2,강서
광진구,4,7,광진
성동구,4,6,성동
동작구,4,4,동작
영등포구,4,3,영등포
용산구,4,5,용산
강동구,5,8,강동
양천구,5,2,양천
송파구,5,7,송파
강남구,5,6,강남
관악구,5,4,관악
구로구,5,3,구로
서초구,5,5,서초
금천구,6,3,금천
