name,row,col,code
Zambezi,1,8,CA
Kavango East,1,7,KE
Kavango West,1,6,KW
Kunene,1,1,KU
Ohangwena,1,4,OW
Omusati,1,2,OS
Oshana,1,3,ON
Oshikoto,1,5,OT
Otjozondjupa,2,3,OD
Erongo,3,2,ER
Khomas,3,3,KH
Omaheke,3,4,OH
Hardap,4,3,HA
Karas,5,3,KA
