name,code,row,col
Coos,Co,1,3
Grafton,Gr,2,1
Carroll,Ca,2,3
Belknap,Be,2,2
Sullivan,Su,3,1
Merrimack,Me,3,2
Strafford,St,3,3
Cheshire,Ch,4,1
Hillsborough,Hi,4,2
Rockingham,Ro,4,3
