name,code,row,col
Antofagasta de la Sierra,Antofagasta de la Sierra,1,1
Santa María,Santa María,2,3
Belén,Belén,2,2
Tinogasta,Tinogasta,2,1
Andalgalá,Andalgalá,3,3
Paclín,Paclín,3,5
Santa Rosa,Santa Rosa,3,6
Ambato,Ambato,3,4
Pomán,Pomán,4,3
El Alto,El Alto,4,6
Fray Mamerto Esquiú,Fray Mamerto Esquiú,4,5
Capital,Capital,4,4
Ancasti,Ancasti,5,6
Valle Viejo,Valle Viejo,5,5
Capayán,Capayán,5,4
La Paz,La Paz,6,7
