"row","col","code","name"
1,1,"AB","Abkhazia"
2,3,"RC","Racha-Lechkhumi"
2,4,"TS","Tskhinvali"
2,2,"SM","Samegrelo"
2,6,"TI","Mtskheta-Mtianeti"
3,4,"SH","Shida-Kartli"
3,3,"IM","Imereti"
3,5,"TB","Tbilisi"
3,2,"GR","Guria"
4,6,"KA","Kakheti"
4,3,"SJ","Samtskhe-Javakheti"
4,2,"AD","Adjara"
4,5,"KV","Kvemo-Kartli"
